danceability,energy,tempo,loudness,valence,cluster
0.429,0.167,93.788,-12.685,0.626,1
0.58,0.186,97.848,-14.499,0.6,1
0.25,0.33,170.281,-11.441,0.314,4
0.735,0.343,102.901,-12.998,0.87,2
0.315,0.506,92.703,-7.568,0.544,3
0.55,0.721,174.889,-4.843,0.722,4
0.176,0.0545,78.801,-20.169,0.061,0
0.353,0.0728,99.788,-18.865,0.0858,0
0.243,0.0622,134.759,-19.874,0.038,0
0.299,0.129,37.861,-18.478,0.0958,0
0.259,0.134,133.002,-17.48,0.191,0
0.209,0.137,85.845,-16.809,0.15,0
0.215,0.116,179.777,-16.36,0.159,0
0.218,0.073,81.993,-19.452,0.239,0
0.272,0.0498,83.384,-19.338,0.178,0
0.209,0.157,74.847,-13.345,0.232,0
0.276,0.0896,90.377,-25.28,0.156,0
0.297,0.018,119.451,-29.368,0.039,0
0.48,0.38,129.88,-7.015,0.25,1
0.668,0.769,116.913,-4.906,0.885,2
0.157,0.0252,181.714,-22.447,0.152,0
0.18,0.0674,78.818,-18.92,0.0665,0
0.71,0.34,130.014,-19.158,0.389,1
0.609,0.279,160.139,-14.521,0.819,1
0.234,0.0932,123.619,-17.609,0.0384,0
0.32,0.0628,118.643,-18.562,0.0516,0
0.374,0.16,106.205,-14.685,0.186,0
0.41,0.158,81.189,-15.025,0.148,0
0.72,0.12,90.103,-18.935,0.302,1
0.269,0.124,110.121,-18.068,0.122,0
0.15,0.165,74.767,-14.629,0.213,0
0.656,0.216,120.282,-13.451,0.502,1
0.572,0.226,79.291,-22.879,0.683,1
0.461,0.154,137.518,-14.808,0.553,1
0.28,0.0912,79.1,-16.953,0.0797,0
0.319,0.192,98.857,-14.226,0.157,0
0.263,0.126,88.848,-15.022,0.0727,0
0.532,0.165,118.111,-14.464,0.184,1
0.398,0.185,82.055,-15.172,0.383,1
0.356,0.204,129.701,-15.196,0.222,1
0.283,0.447,130.481,-6.217,0.466,4
0.616,0.506,91.02,-7.704,0.188,1
0.513,0.524,138.067,-6.999,0.559,4
0.205,0.234,145.385,-9.044,0.0653,1
0.616,0.569,100.906,-6.09,0.717,2
0.47,0.262,75.431,-9.466,0.416,1
0.62,0.584,123.035,-8.501,0.635,2
0.653,0.458,93.027,-8.897,0.472,1
0.683,0.521,151.952,-6.649,0.518,4
0.308,0.419,113.526,-6.351,0.232,1
0.548,0.465,128.773,-7.453,0.332,1
0.473,0.436,171.931,-7.625,0.226,4
0.288,0.593,174.323,-7.151,0.349,4
0.257,0.549,172.559,-8.254,0.418,4
0.612,0.393,97.01,-9.499,0.191,1
0.351,0.0549,132.426,-15.692,0.0927,0
0.267,0.046,135.653,-19.249,0.0583,0
0.297,0.0427,110.065,-20.471,0.131,0
0.757,0.818,128.108,-5.298,0.964,2
0.762,0.652,106.521,-7.562,0.966,2
0.6,0.786,89.418,-6.784,0.884,2
0.669,0.138,129.665,-18.65,0.327,1
0.636,0.0884,119.801,-19.456,0.573,1
0.534,0.115,72.142,-18.764,0.279,0
0.38,0.067,95.665,-21.115,0.179,0
0.475,0.0568,124.653,-21.219,0.167,0
0.158,0.0638,172.256,-20.253,0.0753,0
0.397,0.0855,96.108,-19.271,0.146,0
0.353,0.0998,122.185,-18.014,0.108,0
0.259,0.0525,107.431,-21.525,0.0775,0
0.226,0.0499,80.231,-21.84,0.0888,0
0.552,0.65,167.788,-7.199,0.316,4
0.515,0.479,88.964,-7.458,0.284,3
0.672,0.588,169.033,-9.573,0.204,4
0.803,0.599,130.107,-5.169,0.484,2
0.9,0.316,129.914,-8.797,0.844,2
0.525,0.774,154.192,-4.532,0.526,4
0.731,0.861,104.034,-5.881,0.78,2
0.471,0.411,89.484,-9.5,0.363,1
0.818,0.705,138.559,-6.679,0.772,2
0.516,0.906,116.775,-4.525,0.728,2
0.561,0.782,94.004,-5.863,0.486,3
0.559,0.345,84.581,-13.496,0.458,1
0.56,0.936,112.96,-5.835,0.371,3
0.677,0.46,139.982,-8.175,0.677,2
0.656,0.432,97.022,-9.481,0.0897,1
0.646,0.648,75.004,-8.602,0.466,3
0.612,0.807,124.053,-2.81,0.398,3
0.551,0.704,97.075,-5.426,0.541,3
0.375,0.859,74.059,-3.243,0.597,3
0.699,0.408,171.922,-11.46,0.842,2
0.555,0.726,107.719,-8.939,0.505,3
0.64,0.478,136.717,-6.96,0.315,1
0.435,0.846,199.895,-4.169,0.631,4
0.638,0.412,92.832,-12.901,0.509,1
0.387,0.874,168.105,-4.528,0.674,4
0.633,0.444,106.111,-14.09,0.45,1
0.587,0.201,90.018,-13.299,0.3,1
0.538,0.665,132.085,-5.189,0.34,3
0.505,0.756,156.088,-7.972,0.898,4
0.401,0.285,130.465,-11.005,0.267,1
0.734,0.808,149.995,-5.375,0.433,4
0.547,0.779,126.97,-5.563,0.361,3
0.647,0.87,129.26,-6.032,0.912,2
0.493,0.78,119.996,-4.127,0.19,3
0.417,0.322,203.84,-10.992,0.395,4
0.687,0.543,129.296,-10.151,0.807,2
0.577,0.784,158.085,-4.396,0.757,4
0.551,0.269,76.511,-9.782,0.476,1
0.618,0.79,119.987,-4.973,0.545,3
0.589,0.614,106.104,-5.108,0.111,3
0.511,0.563,135.336,-8.881,0.459,4
0.593,0.713,78.998,-6.227,0.522,3
0.608,0.649,167.936,-7.876,0.505,4
0.528,0.472,134.099,-10.428,0.251,1
0.61,0.844,183.989,-5.592,0.852,4
0.528,0.904,170.048,-4.939,0.757,4
0.592,0.633,120.32,-9.621,0.57,2
0.635,0.668,88.017,-6.241,0.252,3
0.413,0.889,177.973,-3.924,0.602,4
0.683,0.456,127.954,-6.588,0.0987,1
0.483,0.341,87.31,-9.833,0.618,1
0.462,0.392,83.267,-11.522,0.383,1
0.659,0.34,81.64,-14.976,0.694,1
0.686,0.143,101.651,-14.701,0.351,1
0.581,0.326,94.76,-14.924,0.611,1
0.344,0.532,172.606,-6.907,0.286,4
0.544,0.301,73.322,-11.091,0.226,1
0.55,0.859,148.108,-3.306,0.803,4
0.634,0.287,114.8,-10.631,0.471,1
0.51,0.961,180.08,-2.57,0.823,4
0.77,0.548,86.004,-6.411,0.402,3
0.415,0.418,161.758,-10.494,0.662,4
0.701,0.743,134.939,-4.328,0.948,2
0.522,0.55,79.995,-7.98,0.676,3
0.359,0.612,152.841,-9.412,0.437,4
0.493,0.479,141.584,-7.483,0.39,1
0.485,0.592,75.027,-7.011,0.193,3
0.601,0.894,107.984,-4.066,0.587,3
0.609,0.489,97.163,-12.9,0.132,1
0.648,0.693,117.035,-7.071,0.268,3
0.648,0.472,142.184,-13.103,0.907,2
0.463,0.819,183.998,-7.662,0.591,4
0.414,0.897,164.038,-4.279,0.798,4
0.679,0.591,80.999,-6.795,0.444,3
0.591,0.851,144.049,-4.385,0.914,2
0.652,0.574,83.054,-6.15,0.503,3
0.617,0.769,113.913,-4.076,0.515,3
0.575,0.616,128.126,-7.627,0.335,3
0.536,0.316,90.498,-14.995,0.358,1
0.614,0.673,130.08,-5.883,0.254,3
0.679,0.896,108.032,-4.312,0.764,2
0.432,0.926,170.996,-3.269,0.692,4
0.484,0.434,130.121,-6.931,0.26,1
0.481,0.509,135.842,-5.581,0.215,1
0.632,0.781,104.797,-11.4,0.843,2
0.511,0.813,121.801,-6.78,0.826,2
0.558,0.499,155.951,-6.898,0.67,4
0.507,0.961,170.029,-4.391,0.514,4
0.528,0.556,80.038,-5.945,0.512,3
0.671,0.609,99.996,-4.854,0.57,2
0.613,0.766,157.916,-5.925,0.807,4
0.499,0.839,138.087,-5.281,0.592,4
0.853,0.401,120.049,-12.526,0.663,2
0.614,0.625,115.003,-5.814,0.278,3
0.696,0.778,119.93,-7.28,0.746,2
0.756,0.75,104.987,-5.619,0.695,2
0.522,0.877,96.543,-4.401,0.782,2
0.802,0.64,105.0,-6.168,0.403,2
0.752,0.11,130.216,-13.8,0.306,1
0.556,0.911,172.324,-3.822,0.901,4
0.578,0.44,85.213,-14.644,0.439,1
0.637,0.915,109.018,-5.508,0.718,2
0.404,0.616,84.767,-6.457,0.343,3
0.691,0.948,136.075,-4.114,0.874,2
0.552,0.226,89.186,-13.853,0.486,1
0.718,0.86,93.022,-4.162,0.883,2
0.615,0.405,112.0,-6.885,0.207,1
0.416,0.917,123.951,-5.302,0.719,4
0.547,0.805,110.027,-4.34,0.557,3
0.533,0.52,83.194,-12.32,0.652,1
0.59,0.645,105.952,-6.337,0.463,3
0.583,0.833,119.884,-8.29,0.81,2
0.737,0.41,104.647,-11.088,0.397,1
0.575,0.797,90.907,-5.2,0.744,2
0.616,0.271,101.906,-12.003,0.55,1
0.485,0.904,168.076,-4.2,0.698,4
0.649,0.596,170.134,-12.043,0.924,4
0.327,0.835,171.795,-4.952,0.385,4
0.592,0.46,136.132,-11.275,0.812,2
0.483,0.366,118.259,-7.734,0.375,1
0.585,0.753,171.987,-5.871,0.892,4
0.695,0.694,153.989,-6.528,0.279,4
0.514,0.634,151.987,-6.568,0.331,4
0.515,0.329,84.459,-10.557,0.346,1
0.563,0.368,73.262,-11.92,0.355,1
0.556,0.866,99.969,-6.293,0.529,3
0.433,0.871,164.03,-4.61,0.597,4
0.576,0.938,162.05,-3.289,0.763,4
0.464,0.717,164.065,-7.605,0.401,4
0.599,0.574,147.751,-7.363,0.677,4
0.602,0.721,150.1,-8.296,0.478,4
0.545,0.887,88.046,-3.598,0.538,3
0.342,0.819,127.102,-6.885,0.537,4
0.523,0.521,137.016,-6.756,0.288,1
0.47,0.22,156.109,-11.727,0.349,1
0.854,0.741,97.01,-6.565,0.618,2
0.647,0.443,82.896,-6.96,0.744,2
0.728,0.71,103.025,-6.74,0.73,2
0.574,0.897,100.016,-4.464,0.75,2
0.581,0.455,129.943,-14.154,0.621,1
0.369,0.956,167.99,-4.956,0.345,4
0.27,0.797,149.017,-6.528,0.465,4
0.68,0.695,140.067,-8.138,0.347,4
0.594,0.846,161.957,-11.053,0.331,4
0.689,0.472,80.905,-12.385,0.814,2
0.459,0.328,162.04,-10.638,0.244,1
0.677,0.598,140.616,-12.983,0.761,2
0.804,0.691,151.935,-8.13,0.418,4
0.424,0.313,115.084,-11.334,0.374,1
0.649,0.623,86.062,-6.038,0.263,3
0.692,0.569,131.154,-13.246,0.843,2
0.674,0.67,143.948,-6.457,0.371,4
0.646,0.311,131.054,-10.662,0.285,1
0.525,0.768,143.985,-5.86,0.657,4
0.458,0.358,145.747,-7.115,0.208,1
0.674,0.699,94.976,-5.999,0.619,2
0.588,0.345,84.571,-10.247,0.279,1
0.685,0.939,139.953,-2.134,0.395,4
0.718,0.812,93.629,-6.977,0.706,2
0.621,0.475,129.891,-9.341,0.319,1
0.628,0.538,155.093,-11.525,0.871,2
0.65,0.627,132.08,-5.004,0.597,2
0.43,0.682,168.968,-10.821,0.963,4
0.442,0.717,147.985,-5.587,0.331,4
0.524,0.906,139.914,-3.61,0.774,4
0.636,0.651,90.96,-5.735,0.673,2
0.521,0.218,142.627,-10.288,0.292,1
0.802,0.506,126.006,-8.231,0.398,2
0.637,0.79,76.975,-4.336,0.678,2
0.301,0.78,173.876,-4.389,0.284,4
0.447,0.89,93.894,-4.563,0.303,3
0.745,0.828,133.942,-9.576,0.971,2
0.591,0.411,153.616,-7.496,0.454,4
0.548,0.921,168.27,-4.54,0.761,4
0.505,0.533,142.135,-6.452,0.104,1
0.573,0.835,111.031,-5.981,0.598,3
0.801,0.582,81.012,-6.843,0.64,2
0.636,0.949,123.937,-3.907,0.793,2
0.566,0.716,156.122,-13.293,0.937,4
0.541,0.798,173.075,-5.236,0.808,4
0.481,0.523,130.135,-8.416,0.202,1
0.63,0.877,112.051,-4.106,0.758,2
0.509,0.826,156.115,-5.721,0.489,4
0.389,0.317,83.421,-9.042,0.266,1
0.454,0.827,132.687,-6.318,0.355,4
0.552,0.384,139.986,-9.641,0.286,1
0.471,0.348,141.514,-8.207,0.455,1
0.677,0.781,95.03,-6.282,0.816,2
0.38,0.596,134.443,-3.469,0.16,3
0.453,0.587,145.334,-7.584,0.625,4
0.63,0.849,85.957,-5.43,0.775,2
0.467,0.44,140.544,-10.0,0.335,1
0.568,0.0985,132.77,-15.643,0.194,1
0.592,0.465,75.976,-10.015,0.283,1
0.566,0.669,149.702,-10.081,0.92,2
0.602,0.24,79.99,-18.565,0.208,1
0.737,0.59,116.003,-5.571,0.84,2
0.63,0.666,103.007,-5.182,0.542,3
0.639,0.713,95.94,-6.73,0.657,2
0.501,0.175,105.724,-11.721,0.232,1
0.536,0.825,99.94,-4.724,0.779,2
0.574,0.949,114.271,-2.799,0.755,2
0.724,0.288,109.431,-13.873,0.403,1
0.603,0.86,140.768,-6.82,0.947,2
0.586,0.765,91.029,-5.833,0.492,3
0.468,0.777,174.065,-4.954,0.245,4
0.469,0.895,128.571,-4.931,0.299,3
0.481,0.867,125.027,-3.54,0.309,3
0.619,0.264,93.969,-12.806,0.449,1
0.715,0.644,136.017,-5.917,0.641,2
0.681,0.66,140.034,-7.232,0.792,2
0.618,0.778,173.938,-5.069,0.36,4
0.548,0.646,77.042,-6.636,0.356,3
0.59,0.586,91.17,-9.158,0.729,2
0.47,0.81,83.455,-4.386,0.425,3
0.724,0.57,103.969,-6.686,0.53,2
0.695,0.39,111.705,-11.192,0.274,1
0.567,0.792,150.627,-5.851,0.557,4
0.605,0.812,94.825,-3.386,0.938,2
0.57,0.534,107.119,-9.785,0.961,2
0.601,0.831,116.901,-5.946,0.707,2
0.662,0.615,98.457,-10.944,0.947,2
0.356,0.573,149.199,-6.692,0.25,4
0.655,0.429,118.732,-12.824,0.528,1
0.509,0.677,96.99,-3.733,0.715,3
0.631,0.792,120.004,-6.39,0.437,3
0.51,0.393,143.739,-9.526,0.269,1
0.579,0.679,157.959,-5.648,0.404,4
0.519,0.374,109.253,-13.115,0.521,1
0.645,0.644,149.887,-7.214,0.66,4
0.645,0.799,105.018,-5.085,0.558,3
0.672,0.731,134.376,-8.791,0.913,2
0.579,0.859,116.014,-3.807,0.422,3
0.686,0.432,82.732,-14.904,0.722,2
0.612,0.877,99.494,-6.019,0.706,2
0.431,0.362,102.141,-8.129,0.321,1
0.769,0.565,139.029,-10.817,0.254,1
0.538,0.93,145.865,-5.405,0.622,4
0.468,0.876,145.97,-4.39,0.551,4
0.593,0.827,81.062,-3.227,0.784,2
0.705,0.675,143.949,-5.713,0.778,2
0.7,0.45,109.333,-11.023,0.704,2
0.667,0.825,151.544,-6.621,0.749,4
0.574,0.672,152.11,-8.065,0.545,4
0.569,0.623,77.983,-5.167,0.441,3
0.603,0.651,146.519,-9.977,0.83,2
0.538,0.684,144.933,-3.891,0.681,4
0.698,0.381,86.302,-11.281,0.365,1
0.571,0.607,92.204,-6.335,0.407,3
0.487,0.311,139.878,-9.901,0.252,1
0.584,0.788,134.038,-5.844,0.401,4
0.515,0.685,170.075,-6.127,0.651,4
0.681,0.767,81.009,-4.343,0.752,2
0.456,0.0999,147.081,-16.265,0.122,1
0.583,0.568,75.955,-7.116,0.227,3
0.527,0.823,97.978,-3.892,0.634,3
0.471,0.945,150.982,-2.871,0.706,4
0.536,0.592,81.909,-6.836,0.271,3
0.757,0.719,116.94,-6.073,0.417,3
0.358,0.626,158.819,-7.138,0.455,4
0.752,0.488,88.945,-11.498,0.804,2
0.607,0.696,93.993,-7.29,0.689,2
0.731,0.556,119.917,-11.448,0.516,2
0.639,0.694,74.988,-6.104,0.625,3
0.658,0.439,106.932,-10.454,0.565,1
0.534,0.351,117.97,-6.908,0.174,1
0.591,0.632,84.76,-9.872,0.401,3
0.439,0.596,99.691,-7.427,0.567,3
0.518,0.424,129.905,-7.599,0.217,1
0.525,0.795,137.881,-4.696,0.25,4
0.515,0.535,180.046,-6.492,0.379,4
0.33,0.234,175.539,-9.771,0.239,1
0.602,0.944,106.958,-4.238,0.797,2
0.568,0.592,113.946,-4.468,0.263,3
0.356,0.793,178.203,-6.707,0.85,4
0.71,0.35,119.969,-11.244,0.544,1
0.55,0.654,90.575,-4.794,0.423,3
0.348,0.204,174.519,-10.576,0.174,1
0.626,0.713,131.952,-4.58,0.482,4
0.332,0.603,88.236,-7.133,0.284,3
0.422,0.549,74.925,-4.266,0.2,3
0.55,0.61,168.186,-6.358,0.357,4
0.554,0.88,142.147,-3.714,0.558,4
0.563,0.764,169.695,-5.164,0.787,4
0.827,0.725,129.984,-9.866,0.12,3
0.668,0.918,152.001,-8.163,0.441,4
0.645,0.639,131.251,-2.506,0.249,3
0.613,0.78,125.023,-2.236,0.212,3
0.61,0.685,79.945,-5.052,0.432,3
0.572,0.557,128.309,-4.943,0.396,3
0.564,0.762,92.915,-3.839,0.466,3
0.442,0.746,126.035,-5.883,0.414,3
0.571,0.823,154.02,-3.687,0.829,4
0.7,0.688,90.475,-10.366,0.627,2
0.478,0.723,82.938,-5.621,0.417,3
0.667,0.394,108.432,-8.741,0.531,1
0.759,0.424,108.18,-13.062,0.774,2
0.649,0.506,92.166,-13.185,0.824,2
0.623,0.3,89.446,-14.963,0.257,1
0.739,0.914,134.072,-4.595,0.842,2
0.362,0.602,94.477,-6.139,0.232,3
0.654,0.612,135.013,-7.181,0.71,2
0.492,0.809,160.136,-4.4,0.421,4
0.521,0.311,180.19,-11.262,0.575,4
0.755,0.279,116.821,-14.788,0.405,1
0.657,0.558,77.849,-8.736,0.906,2
0.477,0.514,72.687,-7.027,0.217,3
0.437,0.481,149.566,-5.895,0.206,4
0.571,0.529,90.001,-5.83,0.353,3
0.843,0.562,120.917,-11.747,0.196,1
0.333,0.884,151.996,-5.705,0.607,4
0.377,0.717,176.068,-4.93,0.525,4
0.613,0.554,70.303,-8.495,0.787,2
0.528,0.871,181.909,-8.01,0.675,4
0.414,0.749,167.991,-5.135,0.421,4
0.758,0.685,116.991,-5.818,0.065,3
0.485,0.668,135.983,-3.743,0.218,4
0.46,0.285,97.426,-11.168,0.397,1
0.636,0.904,139.968,-4.634,0.637,4
0.651,0.881,124.029,-3.904,0.628,2
0.63,0.75,127.934,-5.382,0.456,3
0.635,0.883,133.051,-4.601,0.942,2
0.423,0.507,184.364,-8.6,0.639,4
0.543,0.727,104.937,-7.061,0.305,3
0.617,0.664,100.826,-10.872,0.884,2
0.79,0.879,116.992,-5.698,0.963,2
0.495,0.243,141.636,-11.383,0.389,1
0.685,0.581,183.895,-6.179,0.718,4
0.529,0.632,189.821,-6.432,0.604,4
0.577,0.574,105.015,-4.741,0.196,3
0.7,0.597,108.873,-6.812,0.171,3
0.618,0.348,105.848,-9.146,0.145,1
0.617,0.335,113.226,-15.914,0.655,1
0.543,0.545,127.977,-4.519,0.63,2
0.501,0.687,147.881,-6.415,0.28,4
0.522,0.296,67.012,-10.46,0.399,1
0.632,0.623,128.042,-5.612,0.383,3
0.603,0.594,90.492,-8.072,0.665,2
0.637,0.947,144.99,-5.875,0.805,2
0.712,0.699,119.95,-3.921,0.497,2
0.565,0.562,75.035,-7.43,0.652,3
0.865,0.878,140.074,-2.637,0.766,2
0.637,0.456,92.016,-9.02,0.413,1
0.326,0.623,122.859,-6.73,0.303,3
0.513,0.622,76.007,-8.283,0.283,3
0.648,0.35,169.865,-10.68,0.823,4
0.575,0.484,171.994,-7.55,0.532,4
0.732,0.78,95.005,-5.557,0.6,2
0.737,0.638,124.147,-5.769,0.526,2
0.529,0.714,120.598,-6.315,0.814,2
0.799,0.345,90.417,-11.52,0.776,2
0.589,0.953,119.967,-3.317,0.772,2
0.489,0.23,115.242,-12.733,0.0603,1
0.529,0.792,119.262,-5.482,0.716,2
0.528,0.456,99.092,-5.618,0.164,1
0.469,0.571,160.01,-7.723,0.322,4
0.372,0.179,112.472,-11.466,0.199,1
0.534,0.341,184.57,-11.791,0.536,4
0.606,0.549,176.051,-11.261,0.524,4
0.652,0.644,151.973,-6.829,0.674,4
0.586,0.398,149.878,-9.204,0.301,1
0.488,0.328,133.901,-8.172,0.27,1
0.508,0.762,124.816,-5.642,0.881,2
0.675,0.589,163.813,-11.989,0.902,2
0.597,0.178,123.248,-13.968,0.0615,1
0.441,0.407,80.51,-4.782,0.103,3
0.435,0.564,117.411,-6.395,0.17,3
0.583,0.734,108.993,-5.002,0.434,3
0.538,0.841,93.077,-7.547,0.881,2
0.416,0.508,81.001,-10.324,0.255,1
0.473,0.296,84.646,-9.834,0.0917,1
0.458,0.545,147.939,-6.248,0.177,4
0.594,0.718,133.993,-5.755,0.549,4
0.626,0.341,97.591,-9.491,0.412,1
0.628,0.887,110.984,-4.292,0.674,2
0.495,0.577,86.805,-7.926,0.46,3
0.558,0.16,63.055,-17.501,0.401,1
0.581,0.463,82.555,-7.93,0.266,1
0.582,0.211,80.601,-15.67,0.316,1
0.567,0.981,146.01,-3.712,0.804,4
0.402,0.763,163.492,-5.118,0.42,4
0.519,0.852,163.963,-3.931,0.77,4
0.72,0.521,85.966,-7.342,0.516,2
0.635,0.893,113.454,-5.251,0.946,2
0.646,0.362,142.46,-11.954,0.387,1
0.713,0.521,89.949,-7.822,0.685,2
0.423,0.983,199.901,-5.796,0.395,4
0.676,0.713,122.881,-8.658,0.879,2
0.54,0.471,104.869,-5.888,0.491,3
0.603,0.265,131.188,-11.627,0.71,1
0.452,0.897,176.09,-5.441,0.808,4
0.652,0.492,128.126,-12.71,0.837,2
0.761,0.719,107.503,-5.704,0.907,2
0.714,0.633,111.583,-9.912,0.672,2
0.388,0.538,169.917,-7.734,0.464,4
0.475,0.397,153.89,-7.685,0.368,4
0.643,0.85,121.996,-4.838,0.332,3
0.628,0.575,94.003,-6.049,0.377,3
0.516,0.86,141.702,-5.856,0.43,4
0.327,0.364,86.423,-8.844,0.304,1
0.648,0.777,106.962,-5.438,0.358,3
0.346,0.512,144.749,-9.858,0.298,1
0.654,0.541,80.005,-9.133,0.531,3
0.512,0.563,84.858,-7.132,0.358,3
0.67,0.823,117.44,-10.592,0.787,2
0.53,0.565,81.743,-8.229,0.61,3
0.524,0.82,105.821,-6.712,0.708,2
0.586,0.185,121.935,-12.725,0.108,1
0.646,0.365,89.203,-12.537,0.453,1
0.535,0.416,167.339,-11.418,0.727,4
0.574,0.638,159.753,-8.894,0.695,4
0.673,0.498,88.912,-9.491,0.869,2
0.54,0.924,153.981,-6.054,0.604,4
0.398,0.837,182.895,-5.746,0.722,4
0.66,0.789,133.063,-5.436,0.838,2
0.609,0.93,126.915,-2.542,0.81,2
0.716,0.363,96.639,-10.942,0.648,2
0.571,0.519,82.051,-7.613,0.609,3
0.657,0.571,120.005,-6.57,0.467,3
0.627,0.841,105.995,-5.885,0.73,2
0.556,0.41,148.352,-11.801,0.835,2
0.626,0.493,154.851,-11.66,0.845,2
0.593,0.192,83.526,-15.286,0.28,1
0.689,0.585,114.844,-5.194,0.507,2
0.703,0.234,129.803,-13.833,0.642,1
0.572,0.885,133.903,-2.919,0.535,4
0.679,0.523,127.993,-7.436,0.302,1
0.546,0.466,122.016,-8.065,0.301,1
0.721,0.653,131.993,-6.414,0.316,3
0.469,0.882,144.932,-5.249,0.842,4
0.747,0.371,120.219,-10.943,0.485,1
0.65,0.791,93.992,-4.397,0.896,2
0.809,0.627,119.018,-5.417,0.68,2
0.542,0.853,105.256,-6.407,0.37,3
0.7,0.864,102.997,-3.629,0.887,2
0.701,0.529,138.216,-12.242,0.577,2
0.64,0.864,102.026,-6.576,0.7,2
0.316,0.945,189.931,-3.169,0.32,4
0.809,0.483,96.974,-6.886,0.715,2
0.611,0.466,192.08,-11.361,0.223,4
0.412,0.882,158.066,-5.54,0.356,4
0.505,0.825,119.987,-5.721,0.541,3
0.389,0.476,148.117,-9.342,0.566,4
0.354,0.825,105.495,-5.325,0.16,3
0.545,0.865,99.01,-5.708,0.543,3
0.737,0.463,123.881,-7.828,0.324,1
0.763,0.807,103.038,-3.714,0.559,2
0.611,0.799,101.038,-5.719,0.51,3
0.773,0.86,126.967,-4.966,0.715,2
0.496,0.863,110.018,-4.153,0.243,3
0.419,0.934,127.288,-3.908,0.286,3
0.64,0.957,134.992,-2.336,0.692,2
0.466,0.548,89.815,-9.362,0.423,3
0.716,0.35,129.842,-11.094,0.178,1
0.774,0.75,118.015,-4.927,0.925,2
0.389,0.665,117.055,-6.169,0.199,3
0.504,0.891,153.988,-5.632,0.628,4
0.704,0.487,121.726,-6.407,0.313,1
0.654,0.81,114.623,-6.26,0.661,2
0.567,0.388,116.362,-9.579,0.452,1
0.592,0.767,96.483,-2.788,0.328,3
0.766,0.402,125.107,-11.155,0.466,1
0.427,0.944,101.078,-2.885,0.248,3
0.663,0.694,167.964,-8.627,0.524,4
0.484,0.841,92.124,-5.438,0.304,3
0.589,0.89,90.598,-3.719,0.692,3
0.776,0.503,110.134,-5.732,0.473,2
0.585,0.887,118.035,-5.086,0.711,2
0.581,0.817,141.607,-6.542,0.779,4
0.466,0.833,88.785,-4.215,0.661,3
0.492,0.896,184.981,-5.819,0.534,4
0.618,0.938,91.455,-3.442,0.875,2
0.748,0.842,119.023,-3.107,0.945,2
0.618,0.217,116.013,-15.372,0.0872,1
0.322,0.28,85.794,-9.367,0.175,1
0.787,0.312,119.899,-12.401,0.425,1
0.544,0.552,159.738,-7.45,0.554,4
0.432,0.895,104.458,-3.682,0.625,3
0.448,0.826,77.093,-3.244,0.19,3
0.616,0.91,144.073,-3.004,0.693,4
0.651,0.716,101.05,-6.516,0.722,2
0.515,0.43,91.841,-9.935,0.104,1
0.599,0.396,111.072,-10.489,0.134,1
0.741,0.61,125.99,-7.34,0.72,2
0.728,0.607,129.938,-8.417,0.445,2
0.557,0.886,114.025,-4.196,0.17,3
0.346,0.765,106.463,-8.558,0.644,3
0.546,0.905,126.12,-3.103,0.598,4
0.446,0.764,172.094,-5.042,0.543,4
0.728,0.727,143.144,-3.585,0.89,2
0.489,0.505,163.255,-8.022,0.337,4
0.645,0.792,90.565,-7.34,0.666,2
0.67,0.558,80.511,-9.159,0.63,2
0.433,0.959,172.984,-4.04,0.365,4
0.799,0.301,100.026,-11.361,0.511,1
0.572,0.209,80.069,-10.413,0.446,1
0.615,0.949,131.985,-3.52,0.586,4
0.671,0.849,125.613,-5.03,0.829,2
0.509,0.843,140.055,-3.318,0.332,4
0.553,0.865,96.161,-4.751,0.735,2
0.315,0.715,155.925,-8.072,0.497,4
0.66,0.447,84.95,-9.026,0.578,2
0.444,0.287,124.027,-10.631,0.246,1
0.624,0.517,151.695,-7.122,0.42,4
0.533,0.967,142.018,-2.543,0.782,4
0.472,0.751,180.089,-5.253,0.0736,4
0.494,0.946,103.408,-2.757,0.741,3
0.417,0.58,68.58,-4.574,0.139,3
0.894,0.61,136.64,-5.691,0.78,2
0.444,0.0924,108.917,-15.605,0.219,0
0.695,0.876,89.954,-4.262,0.941,2
0.354,0.982,143.772,-3.026,0.194,4
0.603,0.886,126.025,-3.777,0.395,3
0.588,0.521,85.012,-9.461,0.337,3
0.639,0.71,119.989,-7.445,0.378,3
0.549,0.93,112.447,-3.468,0.526,3
0.595,0.717,88.969,-4.803,0.547,3
0.413,0.873,116.681,-4.151,0.481,3
0.44,0.929,157.49,-4.494,0.495,4
0.494,0.677,101.539,-10.233,0.316,3
0.831,0.794,118.075,-3.701,0.735,2
0.394,0.944,105.338,-6.506,0.265,3
0.458,0.795,123.229,-3.265,0.513,3
0.491,0.942,100.446,-5.333,0.387,3
0.494,0.939,177.751,-3.127,0.893,4
0.618,0.824,121.238,-5.316,0.598,2
0.942,0.557,100.986,-8.433,0.77,2
0.645,0.418,96.963,-10.065,0.123,1
0.412,0.919,166.367,-7.291,0.572,4
0.623,0.93,120.119,-5.285,0.287,3
0.391,0.963,167.065,-4.378,0.364,4
0.603,0.783,172.041,-4.023,0.775,4
0.305,0.832,100.677,-7.981,0.585,3
0.214,0.947,170.616,-5.053,0.483,4
